epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
56,1:26,1:26,1:32,"Shut the fuck up, I haven't introduced you, yet.","It's good advice, though!",,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:26,,,,,,,,is-dave-foley-here,,,,
56,1:46,1:46,1:50,Shut your fucking mouth!,Shut the fuck up!,,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:46,,,,,,,,is-dave-foley-here,,,,
56,35:31:00,35:31:00,35:34:00,"Alright, guys, shut the fuck up for a second.",Shut the fuck up!,,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=35:31,,Cake Boss,,,,,,is-dave-foley-here,,,,
56,1:03:15,1:03:15,1:03:20,Icarus,Who?,,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:03:15,,Cake Boss,,,,,,is-dave-foley-here,,,,
57,17:11,17:11,17:53,...as long as it's seafood.,Scott's seafood diet,,http://soundcloud.com/comedybangbang/a-buttery-juicy-episode/#t=17:11,,Merrill Shindler,,,,,,a-buttery-juicy-episode,,,,
59,27:01:00,27:01:00,27:18:00,[This pretzel tin] is lovely!,verisimilitude,,http://soundcloud.com/comedybangbang/free-subarus-for-moms/#t=27:01,,August Lindt,,,,,,free-subarus-for-moms,,,,
59,54:20:00,54:20:00,55:08:00,Todd get out of bed!,"It's ""Frogs.""",,http://soundcloud.com/comedybangbang/free-subarus-for-moms/#t=54:20,,August Lindt,,,,,,free-subarus-for-moms,,,,
60,46:15:00,46:15:00,46:24:00,comedy stars who have eaten at Flavio's,How many are there?,,http://soundcloud.com/comedybangbang/now-hiring-interns/#t=46:15,,Flavio,,,,,,now-hiring-interns,,,,
61,1:06:42,1:06:42,1:06:54,We all know what it is so why don't we just get to a theme song...,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/palin-2012/#t=1:06:42,,,,,,,,palin-2012,,,,
62,39:52:00,39:52:00,40:17:00,I was just there to be too old for things.,Who am I?,,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=39:52,,Danny Glover,Lethal Weapon (movie),Mel Gibson,,,,serious-or-sarcastic,,,,
62,40:12:00,40:12:00,40:31:00,If I had to take a guess I'd say I'm in my late 60s.,Who am I?,,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=40:12,,Danny Glover,,,,,,serious-or-sarcastic,,,,
62,47:39:00,47:39:00,47:55:00,Scott notices that Danny Glover and Ice T are both into sci-fi.,We Knew a Poet Once,"various, somewhat vague interminglings of character canon",http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=47:39,,Ice T,Danny Glover,,,,,serious-or-sarcastic,,,,
62,49:51:00,50:00:00,50:21:00,"It's not every day you talk to a living legend. Hi, Andy!",She's not okay.,,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=50:00,,Bennett Stephens,Danny Glover,,,,,serious-or-sarcastic,,,,
62,1:04:39,1:04:39,1:05:22,You bastards took my accent with that fact!,Who am I?,,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=1:04:39,,Bennett Stephens,,,,,,serious-or-sarcastic,,,,
62,1:13:17,1:13:17,1:13:29,"Andy walks on his knees, Dorf-style.",Dorf,Somebody references Tim Conway's Dorf.,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=1:13:17,,Dorf,,,,,,serious-or-sarcastic,,,,
64,3:08,3:08,3:20,Sounds like four.,Sounds like four.,,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=3:08,,,,,,,,harrison-ford-approved,,,,
64,38:04:00,38:04:00,38:12:00,We are here with Sarah Silverman of the titular Sarah Silverman program.,titular,,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=38:04,,,,,,,,harrison-ford-approved,,,,
64,1:00:34,1:00:34,1:00:47,I have to go.,She's not okay.,,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=1:00:34,,Merrill Shindler,,,,,,harrison-ford-approved,,,,
64,1:13:17,1:13:17,1:13:31,Is the Good One Robot back?,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=1:13:17,,Merrill Shindler,,,,,,harrison-ford-approved,,,,
65,15:42,15:42,17:02,"Expensive pillow - choices: natural, down, synthetic, body; expensive pillow - needs: cervical vertebrae pain mitigation (C4-C7), snoring prevention, nocturnal low-back spasms, night sobs; espensive pillow - so many kinds: Tempur-Pedic queen Swedish neck pillow, Sona anti-snore pillow, Stearns and Foster luxe down alternative side sleeper pillow, skincare pillow with Cupron copper technology, Leachco back 'n belly pillow, Mediflow water-base fiber-fill pillow, Arc4Life cervical linear traction neck pillow, Snoogle maternity total body pillow (by Leachco), Sobakawa Cloud Pillow, Tempur-Pedic? - Rhapsody, Queen Swedish, Steady-cool, boomerang; Tempur-Pedic? There are too many of you to describe.",Ducca List,,http://soundcloud.com/comedybangbang/welcome-to-earwolf/#t=15:42,,Bob Ducca,,,,,,welcome-to-earwolf,,,,
65,37:44:00,37:44:00,37:50:00,Do you guys know about Jesus?,Huh?,Bob Ducca's catchphrase,http://soundcloud.com/comedybangbang/welcome-to-earwolf/#t=37:44,,Bob Ducca,,,,,,welcome-to-earwolf,,,,
67,21:25,21:25,21:28,"Oh, marrone, when I see that big sea monster I don't know what I'm gonna do!",Marone!,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=21:25,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,26:45:00,26:45:00,26:51:00,"This is, like, my 8th doghead cake of the year!",Marone!,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=26:45,,Cake Boss,Anubis,,,,,what-happens-in-vegas,,,,
67,27:08:00,27:08:00,27:28:00,It's canonical now - that's how the Cake Boss talks!,Breaking My Cakes,it's been established Cake Boss subs 'cakes' for body parts,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=27:08,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,46:28:00,46:28:00,48:35:00,"The titular Cake Boss, Buddy Valastro.",titular,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:28,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,46:28:00,46:30:00,46:50:00,the titular Cake Boss,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:30,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,46:49:00,46:49:00,47:02:00,Our best-loved feature under the one that comes at the end of the show.,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:49,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,46:49:00,46:59:00,47:03:00,Would You Rather?,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:59,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,47:21:00,47:21:00,47:27:00,It is time for another edition of Would You Rather?,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=47:21,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,48:41:00,48:49:00,49:02:00,Getting in early; getting a question in; establishing a presence.,Textbook WYR,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=48:49,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,48:41:00,48:50:00,48:59:00,What kind of wood is it?!,I have a question.,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=48:50,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,50:00:00,50:00:00,50:08:00,follow-up question,Textbook WYR,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=50:00,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,55:39:00,55:39:00,55:52:00,classic question,Textbook WYR,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=55:39,,,,,,,,what-happens-in-vegas,,,,
67,57:31:00,57:31:00,57:44:00,peyote button,Paul F. Tompkins regrets doping before the show.,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=57:31,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,1:04:54,1:04:54,1:05:39,"I love it, like everybody else!",Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=1:04:54,,Cake Boss,,,,,,what-happens-in-vegas,,,,
67,1:08:43,1:08:58,1:09:08,You guys are actors...,trod the boards,,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=1:08:58,,,,,,,,what-happens-in-vegas,,,,
68,:48,0:48,1:01,Flies in...like Phil Collins coming in on Live Aid.,Phil Collins,Phil Collins is referenced (typically vis-a-vis the Concorde),http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=0:48,,Phil Collins,Live Aid (concert),,,,,live-from-la-its-comedy-bang,,,,
68,2:10,2:10,2:32,goddammit,What has happened to this show?,"Goddammit, Engineer Cody Cody!",http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=2:10,,"Engineer Joe, the Sequel",,,,,,live-from-la-its-comedy-bang,,,,
68,31:17:00,31:17:00,31:32:00,The Barenaked Ladies were famous for one week.,It's Been,,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=31:17,,Barenaked Ladies,,,,,,live-from-la-its-comedy-bang,,,,
68,54:10:00,54:24:00,54:37:00,So we're not only дус hey!,Classic WYR Blunder: Interrupting an Answer,,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=54:24,,,,,,,,live-from-la-its-comedy-bang,,,,
68,1:08:59,1:08:59,1:09:05,...Other than our most famous feature.,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=1:08:59,,,,,,,,live-from-la-its-comedy-bang,,,,
70,3:40,3:40,3:49,About ten o'clock of me?,twelve o'clock,Scott belabors the layout of the room.,http://soundcloud.com/comedybangbang/rock-n-roll-dreams/#t=3:40,,,,,,,,rock-n-roll-dreams,,,,
71,1:30,1:30,1:35,twenty-five percent,Group Coupon,,http://soundcloud.com/comedybangbang/comedy-death-scott/#t=1:30,,,,,,,,comedy-death-scott,,,,
72,42:17:00,42:23:00,42:42:00,See how I said 'tape'?,Rerun at the Doobies show,,http://soundcloud.com/comedybangbang/history-in-the-making/#t=42:23,,Rerun,The Doobie Brothers,Michael McDonald,What's Happening?! (TV show),,,history-in-the-making,,,,
72,51:41:00,51:41:00,52:13:00,"Oh, well I'm gonna have to blow my brains out.","Oh, well I'm gonna have to blow my brains out.",Huell takes some bad news pretty hard.,http://soundcloud.com/comedybangbang/history-in-the-making/#t=51:41,,Huell Howser,,,,,,history-in-the-making,,,,
72,1:04:23,1:04:31,1:04:43,Probably most-beloved segment of our show [sic] of all time...,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/history-in-the-making/#t=1:04:31,,,,,,,,history-in-the-making,,,,
73,1:12:45,1:12:41,1:12:53,From the tops of the hills...,"It's ""Frogs.""",,http://soundcloud.com/comedybangbang/featuring-betty-white/#t=1:12:41,,,,,,,,featuring-betty-white,,,,
74,1:26:30,1:26:30,1:26:41,"...Best-loved and most well-known...uh, uh, uh, what do we call this - *feature* on the show...",Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/introducing-rocky/#t=1:26:30,,,,,,,,introducing-rocky,,,,
76.1,18:38,18:57,19:07,That's halfway between a decade and half decade.,Sounds like four.,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=18:57,,,,,,,,can-he-sing-jeremy-piven,,,,
76.1,35:00:00,35:00:00,35:11:00,"How do you do, Scottrick, old boy?",Scottrick,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:00,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,35:30:00,35:30:00,35:33:00,"Yes hello, Scottrick, how do you do?",Scottrick,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:30,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,35:32:00,35:55:00,36:04:00,Zachariah Galifianiah!,Topping Hat,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:55,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,35:40:00,36:03:00,36:12:00,We've trod the bards.,trod the boards,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=36:03,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,40:06:00,40:05:00,40:25:00,The anthropomorphic blood hound who wears a London Fog trenching coat.,Topping Hat,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=40:05,,Andrew Lloyd Webber,McGruff the Crime Dog,,,,,can-he-sing-jeremy-piven,,,,
76.1,43:48:00,44:09:00,44:35:00,"Do you have, like, famous baseballs?",What else?,an analog to How Many? - somebody pimps an additional item in an ongoing list or example,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=44:09,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,48:06:00,48:23:00,48:35:00,Classic Zachary Galifianakery.,Topping Hat,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=48:23,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.1,49:43:00,50:01:00,50:08:00,You can't surround yourself with Yessing Men.,Topping Hat,,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=50:01,,Andrew Lloyd Webber,,,,,,can-he-sing-jeremy-piven,,,,
76.2,20:50,20:50,20:58,"Scottrick, you muse never cease the Juking Box Jury.",Topping Hat,,http://soundcloud.com/comedybangbang/dont-cry-rolling-skate-train/#t=20:50,,Andrew Lloyd Webber,,,,,,dont-cry-rolling-skate-train,,,,
76.2,27:53:00,27:58:00,28:02:00,I keep forgetting that there's always the most popular one is at the very end.,Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/dont-cry-rolling-skate-train/#t=27:58,,Andrew Lloyd Webber,,,,,,dont-cry-rolling-skate-train,,,,
76.2,30:52:00,30:52:00,30:57:00,Do these fish understand human thought?,I have a question.,A PFT character is in quick during WYR.,http://soundcloud.com/comedybangbang/dont-cry-rolling-skate-train/#t=30:52,,Andrew Lloyd Webber,,,,,,dont-cry-rolling-skate-train,,,,
76.2,41:59:00,42:00:00,42:10:00,"When I sneeze and this nose lifts off as a jetpack does, does my nose detach itself from my face?",I have a question.,,http://soundcloud.com/comedybangbang/dont-cry-rolling-skate-train/#t=42:00,,Andrew Lloyd Webber,,,,,,dont-cry-rolling-skate-train,,,,
76.2,49:40:00,49:31:00,49:51:00,That sounded like Pearljam!,"Jeremy, Jeremy, Jeremy","Jeremy Piven is referenced, often sung (happens a lot).",http://soundcloud.com/comedybangbang/dont-cry-rolling-skate-train/#t=49:31,,Jeremy Piven,Pearl Jam,,,,,dont-cry-rolling-skate-train,,,,
77,3:50,3:50,3:59,You know we have an Open Door Policy here on Comedy Death Ray Radio...,Open Door Policy,,http://soundcloud.com/comedybangbang/crappy-howl-o-ween/#t=3:50,,,,,,,,crappy-howl-o-ween,,,,
77,1:25:24,1:25:24,1:25:32,Monty Python is coming.,"It's ""Frogs.""",,http://soundcloud.com/comedybangbang/crappy-howl-o-ween/#t=1:25:24,,,,,,,,crappy-howl-o-ween,,,,
77,1:26:42,1:26:42,1:26:53,Miles would rather go to Suicide House,Classic WYR Blunder: Voting Early,,http://soundcloud.com/comedybangbang/crappy-howl-o-ween/#t=1:26:42,,Miles Archer,,,,,,crappy-howl-o-ween,,,,
77,1:27:04,1:27:04,1:27:11,Can you pull the teeth out?,Classic WYR Blunder: The Floor is Not Yet Open,,http://soundcloud.com/comedybangbang/crappy-howl-o-ween/#t=1:27:04,,Messmore le Barron,,,,,,crappy-howl-o-ween,,,,
77,1:30:26,1:30:26,1:30:35,Based on the rationale...,Classic WYR Blunder: Voting Early,,http://soundcloud.com/comedybangbang/crappy-howl-o-ween/#t=1:30:26,,Cyber Thug,,,,,,crappy-howl-o-ween,,,,
78,30:40:00,30:40:00,31:05:00,"The First Christian, uh...",Where are you from?,a character detail is challenged or prompted,http://soundcloud.com/comedybangbang/poundin-puss-in-heaven/#t=30:40,,Rhe Holner,,,,,,poundin-puss-in-heaven,,,,
79,2:30,2:30,2:39,You know on Comedy Death Ray Radio we have an Open Door Policy...,Open Door Policy,,http://soundcloud.com/comedybangbang/whod-fuck-tom-brady/#t=2:30,,,,,,,,whod-fuck-tom-brady,,,,
81,31:55:00,31:55:00,32:01:00,"Well, Leo, you know дус er...Nathan, you know...",Who am I?,a player loses track of their character,http://soundcloud.com/comedybangbang/todd-barry-vs-borders/#t=31:55,,Dr. Nathan Morrow,Leo Carnell,,,,,todd-barry-vs-borders,,,,
82,12:22,12:22,12:33,Are you gonna be doing these word things all day?,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=12:22,,,,,,,,dammit-that-was-a-hot-jam,,,,
82,30:43:00,30:54:00,31:06:00,"When you laugh, do you say a-a-a-a?",Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=30:54,,,,,,,,dammit-that-was-a-hot-jam,,,,
82,46:48:00,46:58:00,47:08:00,Sounds like all the directions Sarah will drive.,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=46:58,,Barry R.,,,,,,dammit-that-was-a-hot-jam,,,,
82,47:55:00,47:55:00,48:01:00,What does the 'G' stand for?,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=47:55,,Kenny G,Good One Robot,,,,,dammit-that-was-a-hot-jam,,,,
82,59:15:00,59:15:00,59:25:00,Have you ever met anybody else...?,Doppler Effect,Scott sounds out or references redshift,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=59:15,,,,,,,,dammit-that-was-a-hot-jam,,,,
82,1:18:20,1:18:20,1:18:34,Phonicles.,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=1:18:20,,Good One Robot,,,,,,dammit-that-was-a-hot-jam,,,,
82,1:24:00,1:24:00,1:24:07,Chasshole.,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=1:24:00,,Good One Robot,,,,,,dammit-that-was-a-hot-jam,,,,
82,1:33:00,1:33:00,1:33:17,Cappuccino.,Good One,The Good One Robot appears or is referenced,http://soundcloud.com/comedybangbang/dammit-that-was-a-hot-jam/#t=1:33:00,,Good One Robot,,,,,,dammit-that-was-a-hot-jam,,,,
83,27:25:00,27:25:00,27:29:00,"Shut the door behind you, please?",Huh?,Bob Ducca's catchphrase,http://soundcloud.com/comedybangbang/family-matters/#t=27:25,,Bob Ducca,,,,,,family-matters,,,,
83,29:01:00,29:01:00,29:07:00,R.H.S.,Huh?,,http://soundcloud.com/comedybangbang/family-matters/#t=29:01,,Bob Ducca,,,,,,family-matters,,,,
83,33:15:00,33:15:00,33:27:00,I have what's called Internal Sneezing.,She's not okay.,,http://soundcloud.com/comedybangbang/family-matters/#t=33:15,,Bob Ducca,,,,,,family-matters,,,,
83,54:00:00,54:00:00,54:14:00,I really would like the last 10 years of my life to be a dream.,Classic WYR Blunder: Voting Early,,http://soundcloud.com/comedybangbang/family-matters/#t=54:00,,Bob Ducca,,,,,,family-matters,,,,
84,24:55:00,24:55:00,25:08:00,During Reggie's song he came in here.,Open Door Policy,,http://soundcloud.com/comedybangbang/impotent-teamsters-unite/#t=24:55,,Teamster Tommy Malone,,,,,,impotent-teamsters-unite,,,,
85,3:35,3:35,3:42,"I know you all skip to the plugs, but...",Our most popular feature of all time.,,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=3:35,,,,,,,,thats-one-way-of-doing-it,,,,
85,28:40:00,28:40:00,28:57:00,"Scott wonders why Cake Boss ""couldn't believe it"" when Chupa appeared.",Who are you?,,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=28:40,,Cake Boss,El Chupacabra,,,,,thats-one-way-of-doing-it,,,,
85,29:50:00,29:50:00,29:53:00,So you put 'em together...,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=29:50,,Cake Boss,El Chupacabra,,,,,thats-one-way-of-doing-it,,,,
85,49:45:00,49:45:00,49:49:00,more Cake Boss...after this,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=49:45,,Cake Boss,,,,,,thats-one-way-of-doing-it,,,,
85,53:20:00,53:20:00,53:28:00,Buddy Valastro,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=53:20,,Cake Boss,,,,,,thats-one-way-of-doing-it,,,,
85,57:50:00,57:50:00,57:57:00,There's some water right in front of you.,Huh?,,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=57:50,,Bob Ducca,,,,,,thats-one-way-of-doing-it,,,,
85,1:20:39,1:20:39,1:20:56,This is cakerageous!,Cake-Rage,,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=1:20:39,,Cake Boss,,,,,,thats-one-way-of-doing-it,,,,
85,1:45:20,1:45:20,1:45:30,Bring in the girls!,Cake Boss!,Cake Boss repeats 'Cake Boss'...Cake Boss.,http://soundcloud.com/comedybangbang/thats-one-way-of-doing-it/#t=1:45:20,,Cake Boss,Don DiMello,,,,,thats-one-way-of-doing-it,,,,
86,9:30,9:25,9:30,My wife has been reading those.,My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/the-new-year-attack-of-2011/#t=9:25,,,,,,,,the-new-year-attack-of-2011,,,,
86,33:40:00,33:40:00,33:47:00,Doing foley for porn is serious business.,Doppler Effect,Scott sounds out or references redshift,http://soundcloud.com/comedybangbang/the-new-year-attack-of-2011/#t=33:40,,,,,,,,the-new-year-attack-of-2011,,,,
86,37:10:00,37:10:00,37:16:00,I was out there with my wife.,My wife!,Scott does some Borat,http://soundcloud.com/comedybangbang/the-new-year-attack-of-2011/#t=37:10,,,,,,,,the-new-year-attack-of-2011,,,,
86,51:30:00,51:30:00,51:52:00,Do I constantly find them in my ass?,Classic WYR Blunder: Multiple Violations,,http://soundcloud.com/comedybangbang/the-new-year-attack-of-2011/#t=51:30,,,,,,,,the-new-year-attack-of-2011,,,,
