episode,show,tstart,tend,instance,bit,location_type,location_id,updated_at,elucidation,url_soundcloud,tagarray,tags,tagarray_og,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,tagarray 7,tagarray 8,tagarray 9,tagarray 10,created_at,slug_soundcloud,slug_earwolf,id_wikia,time,holding
53,cbb,1:10:13,1:10:33,You were in there with many questions; you were in there early; you didn't vote before was asked for a vote...,Textbook WYR,,,2015-10-16T10:51:29Z,someone expertly plays wyr,http://soundcloud.com/comedybangbang/a-cover-of-a-parody/#t=1:10:13,,,,,,,,,,,,,,2015-04-03T10:51:29Z,a-cover-of-a-parody,a-cover-of-a-parody,2627,1:10:13,false
53,cbb,1:11:10,1:11:22,"Al, be quiet. The song's not over.",WYR Theme Chatter,,,2015-10-16T10:51:29Z,somebody talks over the wyr intro,http://soundcloud.com/comedybangbang/a-cover-of-a-parody/#t=1:11:10,,,,,,,,,,,,,,2015-04-03T10:51:29Z,a-cover-of-a-parody,a-cover-of-a-parody,2627,1:11:10,false
53,cbb,1:12:42,1:13:40,We've been doing this feature for a while.,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/a-cover-of-a-parody/#t=1:12:42,,,,,,,,,,,,,,2015-04-03T10:51:29Z,a-cover-of-a-parody,a-cover-of-a-parody,2627,1:12:42,false
54,cbb,14:52,15:09,Marc and Scott actually put their hands behind their backs.,Verisimilitude,,,2015-10-16T10:51:29Z,"some conceit of the show is abused, broken, or exposed",http://soundcloud.com/comedybangbang/the-wacky-ding-dongs/#t=14:52,,,,,,,,,,,,,,2015-04-03T10:51:29Z,the-wacky-ding-dongs,the-wacky-ding-dongs,2628,14:52,false
54,cbb,1:08:50,1:09:32,People don't listen to the show...,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/the-wacky-ding-dongs/#t=1:08:50,,,,,,,,,,,,,,2015-04-03T10:51:29Z,the-wacky-ding-dongs,the-wacky-ding-dongs,2628,1:08:50,false
55,cbb,26:40,29:28,"Mostly unregistered, uncredited, self-proclaimed therapists: Niles Wong; Clive Buttertable; Chester Yakamora; Deforest Carmichael; Lancaster Donovon; Arturo Ripstein; Bentley Hubspith; Malcolm-Jamal Warner; Blaine Capatch; Patton Oswalt; Paul F. Tompkins; Leonard Lopate; Larry Mantle; Brian Lehrer; Steve Inskeep; Bob Edwards; Robert Siegel; Marco Warner; Soterios Johnson; Jason Bentley; Kai Ryssdal; Roald Dahl; Sandra Tsing Loh; Nolan Taintshucker; Porter Lundt; Cartwright DiMaggio; Alonzo Santana; Mitchell Satriani; Sanjay Ingvay Gupta Moundstein; Sergei Royce; Jacob Modem; Ferlin Husky; Hollis Thumb; Abraxis Hardpickle; Ned Bundy; Grier Harvey Oswald; Sean-John Gacy; Jeffrey Dahmler-Chrysler; Jeremy Aids; Susan Infant Death Syndrome",Ducca List,,,2015-10-16T10:51:29Z,bob ducca recites a list,http://soundcloud.com/comedybangbang/go-rent-delgo/#t=26:40,Bob Ducca,Bob Ducca,,Bob Ducca,,,,,,,,,,2015-04-03T10:51:29Z,go-rent-delgo,go-rent-delgo,2632,26:40:00,false
55,cbb,30:21:00,30:48:00,Bob's therapy: emotional theatre workshops; finger painting; scream therapy; impulsive knitting,Ducca List,,,2015-10-16T10:51:29Z,bob ducca recites a list,http://soundcloud.com/comedybangbang/go-rent-delgo/#t=30:21,Bob Ducca,Bob Ducca,,Bob Ducca,,,,,,,,,,2015-04-03T10:51:29Z,go-rent-delgo,go-rent-delgo,2632,30:21:00,false
56,cbb,1:26,1:31,"Shut the fuck up, I haven't introduced you yet!",Shut the Fuck Up!,,,2015-10-16T10:51:29Z,someone simply wants everyone else specifically to shut the fuck up,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:26,,,,,,,,,,,,,,2015-04-03T10:51:29Z,is-dave-foley-here,is-dave-foley-here,2637,1:26,false
56,cbb,1:26,1:32,"Shut the fuck up, I haven't introduced you, yet.",Good Advice,,,2015-10-16T10:51:29Z,a guest performs before they're announced,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:26,,,,,,,,,,,,,,2015-04-03T10:51:29Z,is-dave-foley-here,is-dave-foley-here,2637,1:26,false
56,cbb,1:46,1:50,Shut your fucking mouth!,Shut the Fuck Up!,,,2015-10-16T10:51:29Z,someone simply wants everyone else specifically to shut the fuck up,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:46,,,,,,,,,,,,,,2015-04-03T10:51:29Z,is-dave-foley-here,is-dave-foley-here,2637,1:46,false
56,cbb,35:31,35:34,"Alright, guys, shut the fuck up for a second.",Shut the Fuck Up!,,,2015-10-16T10:51:29Z,someone simply wants everyone else specifically to shut the fuck up,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=35:31,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,is-dave-foley-here,is-dave-foley-here,2637,35:31:00,false
56,cbb,1:03:15,1:03:20,Icarus,Who?,,,2015-10-16T10:51:29Z,somebody doesn't know who or what something famous is,http://soundcloud.com/comedybangbang/is-dave-foley-here/#t=1:03:15,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,is-dave-foley-here,is-dave-foley-here,2637,1:03:15,false
57,cbb,17:11,17:53,...as long as it's seafood.,Seafood Diet,,,2015-10-16T10:51:29Z,scott has a 'seafood diet' joke that often gets trampled,http://soundcloud.com/comedybangbang/a-buttery-juicy-episode/#t=17:11,Merrill Shindler,Merrill Shindler,,Merrill Shindler,,,,,,,,,,2015-04-03T10:51:29Z,a-buttery-juicy-episode,a-buttery-juicy-episode,2639,17:11,false
59,cbb,27:01,27:18,[This pretzel tin] is lovely!,Verisimilitude,,,2015-10-16T10:51:29Z,"some conceit of the show is abused, broken, or exposed",http://soundcloud.com/comedybangbang/free-subarus-for-moms/#t=27:01,August Lindt,August Lindt,,August Lindt,,,,,,,,,,2015-04-03T10:51:29Z,free-subarus-for-moms,free-subarus-for-moms,2642,27:01:00,false
59,cbb,54:20,55:08,Todd get out of bed!,Opening Fanfare,,,2015-10-16T10:51:29Z,somebody guesses at the origin of the wyr theme,http://soundcloud.com/comedybangbang/free-subarus-for-moms/#t=54:20,August Lindt,August Lindt,,August Lindt,,,,,,,,,,2015-04-03T10:51:29Z,free-subarus-for-moms,free-subarus-for-moms,2642,54:20:00,false
60,cbb,46:15,46:24,comedy stars who have eaten at Flavio's,How Many?,,,2015-10-16T10:51:29Z,a pimping subclass: somebody asks for a list of things,http://soundcloud.com/comedybangbang/now-hiring-interns/#t=46:15,Flavio,Flavio,,Flavio,,,,,,,,,,2015-04-03T10:51:29Z,now-hiring-interns,now-hiring-interns,2643,46:15:00,false
61,cbb,1:06:42,1:06:54,We all know what it is so why don't we just get to a theme song...,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/palin-2012/#t=1:06:42,,,,,,,,,,,,,,2015-04-03T10:51:29Z,palin-2012,palin-2012,2644,1:06:42,false
62,cbb,39:52,40:17:00,I was just there to be too old for things.,Who's This Guy?,,,2015-10-16T10:51:29Z,a player breaks,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=39:52,"Danny Glover,Lethal Weapon (movie),Mel Gibson","Mel Gibson,Lethal Weapon (movie),Danny Glover",,Danny Glover,Lethal Weapon (movie),Mel Gibson,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,39:52:00,false
62,cbb,40:12:00,40:31:00,If I had to take a guess I'd say I'm in my late 60s.,Who's This Guy?,,,2015-10-16T10:51:29Z,a player breaks,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=40:12,Danny Glover,Danny Glover,,Danny Glover,,,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,40:12:00,false
62,cbb,47:39,47:55,Scott notices that Danny Glover and Ice T are both into sci-fi.,We Knew a Poet Once,,,2015-10-16T10:51:29Z,"various, even vague interminglings of character canon",http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=47:39,"Ice T,Danny Glover","Danny Glover,Ice T",,Ice T,Danny Glover,,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,47:39:00,false
62,cbb,50:00:00,50:21:00,"It's not every day you talk to a living legend. Hi, Andy!",She's Not Okay,,,2015-10-16T10:51:29Z,somebody gets emotional,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=50:00,"Bennett Stephens,Danny Glover","Danny Glover,Bennett Stephens",,Bennett Stephens,Danny Glover,,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,49:51:00,false
62,cbb,1:04:39,1:05:22,You bastards took my accent with that fact!,Who's This Guy?,,,2015-10-16T10:51:29Z,a player breaks,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=1:04:39,Bennett Stephens,Bennett Stephens,,Bennett Stephens,,,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,1:04:39,false
62,cbb,1:13:17,1:13:29,"Andy walks on his knees, Dorf-style.",Dorf,,,2015-10-16T10:51:29Z,somebody references tim conway's dorf,http://soundcloud.com/comedybangbang/serious-or-sarcastic/#t=1:13:17,Dorf,Dorf,,Dorf,,,,,,,,,,2015-04-03T10:51:29Z,serious-or-sarcastic,serious-or-sarcastic,2645,1:13:17,false
64,cbb,3:08,3:20,Sounds like four.,Sounds Like Four,,,2015-10-16T10:51:29Z,scott does math,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=3:08,,,,,,,,,,,,,,2015-04-03T10:51:29Z,harrison-ford-approved,harrison-ford-approved,2677,3:08,false
64,cbb,38:04,38:12,We are here with Sarah Silverman of the titular Sarah Silverman program.,Titular,,,2015-10-16T10:51:29Z,the titular 'titular',http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=38:04,,,,,,,,,,,,,,2015-04-03T10:51:29Z,harrison-ford-approved,harrison-ford-approved,2677,38:04:00,false
64,cbb,1:00:34,1:00:47,I have to go.,She's Not Okay,,,2015-10-16T10:51:29Z,somebody gets emotional,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=1:00:34,Merrill Shindler,Merrill Shindler,,Merrill Shindler,,,,,,,,,,2015-04-03T10:51:29Z,harrison-ford-approved,harrison-ford-approved,2677,1:00:34,false
64,cbb,1:13:17,1:13:31,Is the Good One Robot back?,Good One,,,2015-10-16T10:51:29Z,the good one robot appears or is referenced,http://soundcloud.com/comedybangbang/harrison-ford-approved/#t=1:13:17,Merrill Shindler,Merrill Shindler,,Merrill Shindler,,,,,,,,,,2015-04-03T10:51:29Z,harrison-ford-approved,harrison-ford-approved,2677,1:13:17,false
65,cbb,15:42,17:02,"Expensive pillow - choices: natural, down, synthetic, body; expensive pillow - needs: cervical vertebrae pain mitigation (C4-C7), snoring prevention, nocturnal low-back spasms, night sobs; espensive pillow - so many kinds: Tempur-Pedic queen Swedish neck pillow, Sona anti-snore pillow, Stearns and Foster luxe down alternative side sleeper pillow, skincare pillow with Cupron copper technology, Leachco back 'n belly pillow, Mediflow water-base fiber-fill pillow, Arc4Life cervical linear traction neck pillow, Snoogle maternity total body pillow (by Leachco), Sobakawa Cloud Pillow, Tempur-Pedic? - Rhapsody, Queen Swedish, Steady-cool, boomerang; Tempur-Pedic? There are too many of you to describe.",Ducca List,,,2015-10-16T10:51:29Z,bob ducca recites a list,http://soundcloud.com/comedybangbang/welcome-to-earwolf/#t=15:42,Bob Ducca,Bob Ducca,,Bob Ducca,,,,,,,,,,2015-04-03T10:51:29Z,welcome-to-earwolf,welcome-to-earwolf,2382,15:42,false
65,cbb,37:44,37:50,Do you guys know about Jesus?,Huh?,,,2015-10-16T10:51:29Z,bob ducca's catchphrase,http://soundcloud.com/comedybangbang/welcome-to-earwolf/#t=37:44,Bob Ducca,Bob Ducca,,Bob Ducca,,,,,,,,,,2015-04-03T10:51:29Z,welcome-to-earwolf,welcome-to-earwolf,2382,37:44:00,false
67,cbb,21:25,21:28,"Oh, marrone, when I see that big sea monster I don't know what I'm gonna do!",Marone!,,,2015-10-16T10:51:29Z,any italian expletive,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=21:25,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,21:25,false
67,cbb,26:45,26:51,"This is, like, my 8th doghead cake of the year!",Marone!,,,2015-10-16T10:51:29Z,any italian expletive,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=26:45,"Cake Boss,Anubis","Anubis,Cake Boss",,Cake Boss,Anubis,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,26:45:00,false
67,cbb,27:08,27:28,It's canonical now - that's how the Cake Boss talks!,Breaking My Cakes,,,2015-10-16T10:51:29Z,it's been established cake boss subs 'cakes' for body parts,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=27:08,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,27:08:00,false
67,cbb,46:28,48:35,"The titular Cake Boss, Buddy Valastro.",Titular,,,2015-10-16T10:51:29Z,the titular 'titular',http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:28,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,46:28:00,false
67,cbb,46:30,46:50,the titular Cake Boss,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:30,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,46:28:00,false
67,cbb,46:49,47:02,Our best-loved feature under the one that comes at the end of the show.,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:49,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,46:49:00,false
67,cbb,46:59,47:03,Would You Rather?,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=46:59,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,46:49:00,false
67,cbb,47:21,47:27,It is time for another edition of Would You Rather?,Cake Boss!,,,2015-10-16T10:51:29Z,cake boss repeats 'cake boss'...cake boss.,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=47:21,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,47:21:00,false
67,cbb,48:49,49:02,Getting in early; getting a question in; establishing a presence.,Textbook WYR,,,2015-10-16T10:51:29Z,someone expertly plays wyr,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=48:49,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,48:41:00,false
67,cbb,48:50,48:59,What kind of wood is it?!,I Have a Question,,,2015-10-16T10:51:29Z,someone (usually pft) is in quick during wyr,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=48:50,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,48:41:00,false
67,cbb,50:00:00,50:08:00,follow-up question,Textbook WYR,,,2015-10-16T10:51:29Z,someone expertly plays wyr,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=50:00,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,50:00:00,false
67,cbb,55:39,55:52,classic question,Textbook WYR,,,2015-10-16T10:51:29Z,someone expertly plays wyr,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=55:39,,,,,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,55:39:00,false
67,cbb,57:31,57:44,peyote button,Why Did I Eat That Peyote Button?,,,2015-10-16T10:51:29Z,somebody (usually pft or a pft character) confesses to getting high before the show,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=57:31,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,57:31:00,false
67,cbb,1:04:54,1:05:39,"I love it, like everybody else!",Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=1:04:54,Cake Boss,Cake Boss,,Cake Boss,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,1:04:54,false
67,cbb,1:08:58,1:09:08,You guys are actors...,Trod the Boards,,,2015-10-16T10:51:29Z,somebody has or will soon have a theatre background,http://soundcloud.com/comedybangbang/what-happens-in-vegas/#t=1:08:58,,,,,,,,,,,,,,2015-04-03T10:51:29Z,what-happens-in-vegas,what-happens-in-vegas,2697,1:08:43,false
68,cbb,0:48,1:01,Flies in...like Phil Collins coming in on Live Aid.,Phil Collins,,,2015-10-16T10:51:29Z,phil collins is referenced (typically vis-a-vis the concorde),http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=0:48,"Phil Collins,Live Aid (concert)","Live Aid (concert),Phil Collins",,Phil Collins,Live Aid (concert),,,,,,,,,2015-04-03T10:51:29Z,live-from-la-its-comedy-bang,live-from-la-its-comedy-bang-bang,2703,:48,false
68,cbb,2:10,2:32,goddammit,Donk,,,2015-10-16T10:51:29Z,scott yells at the staff,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=2:10,"Engineer Joe, the Sequel","Engineer Joe, the Sequel",,"Engineer Joe, the Sequel",,,,,,,,,,2015-04-03T10:51:29Z,live-from-la-its-comedy-bang,live-from-la-its-comedy-bang-bang,2703,2:10,false
68,cbb,31:17:00,31:32:00,The Barenaked Ladies were famous for one week.,It's Been,,,2015-10-16T10:51:29Z,not it's been a while,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=31:17,Barenaked Ladies,Barenaked Ladies,,Barenaked Ladies,,,,,,,,,,2015-04-03T10:51:29Z,live-from-la-its-comedy-bang,live-from-la-its-comedy-bang-bang,2703,31:17:00,false
68,cbb,54:24,54:37,So we're not only -- hey!,Classic WYR Blunder: Interrupting an Answer,,,2015-10-16T10:51:29Z,one of several potential wyr blunders,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=54:24,,,,,,,,,,,,,,2015-04-03T10:51:29Z,live-from-la-its-comedy-bang,live-from-la-its-comedy-bang-bang,2703,54:10:00,false
68,cbb,1:08:59,1:09:05,...Other than our most famous feature.,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/live-from-la-its-comedy-bang/#t=1:08:59,,,,,,,,,,,,,,2015-04-03T10:51:29Z,live-from-la-its-comedy-bang,live-from-la-its-comedy-bang-bang,2703,1:08:59,false
70,cbb,3:40,3:49,About ten o'clock of me?,12 o'Clock,,,2015-10-16T10:51:29Z,"someone (usually scott), belabors the layout and organization of the room",http://soundcloud.com/comedybangbang/rock-n-roll-dreams/#t=3:40,,,,,,,,,,,,,,2015-04-03T10:51:29Z,rock-n-roll-dreams,rock-n-roll-dreams,2710,3:40,false
71,cbb,1:30,1:35,twenty-five percent,Group Coupon,,,2015-10-16T10:51:29Z,"scott articulates obvious data (acronyms, abbreviations, etc.)",http://soundcloud.com/comedybangbang/comedy-death-scott/#t=1:30,,,,,,,,,,,,,,2015-04-03T10:51:29Z,comedy-death-scott,comedy-death-scott,2713,1:30,false
72,cbb,42:23,42:42,See how I said 'tape'?,Rerun at The Doobies Show,,,2015-10-16T10:51:29Z,every comic has at least this 'good times' reference,http://soundcloud.com/comedybangbang/history-in-the-making/#t=42:23,"Rerun,The Doobie Brothers,Michael McDonald,What's Happening?! (TV show)","What's Happening?! (TV show),Michael McDonald,The Doobie Brothers,Rerun",,Rerun,The Doobie Brothers,Michael McDonald,What's Happening?! (TV show),,,,,,,2015-04-03T10:51:29Z,history-in-the-making,history-in-the-making,2715,42:17:00,false
72,cbb,1:04:31,1:04:43,Probably most-beloved segment of our show [sic] of all time...,Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/history-in-the-making/#t=1:04:31,,,,,,,,,,,,,,2015-04-03T10:51:29Z,history-in-the-making,history-in-the-making,2715,1:04:23,false
73,cbb,1:12:41,1:12:53,From the tops of the hills...,Opening Fanfare,,,2015-10-16T10:51:29Z,somebody guesses at the origin of the wyr theme,http://soundcloud.com/comedybangbang/featuring-betty-white/#t=1:12:41,,,,,,,,,,,,,,2015-04-03T10:51:29Z,featuring-betty-white,featuring-betty-white,2717,1:12:45,false
74,cbb,1:26:30,1:26:41,"...Best-loved and most well-known...uh, uh, uh, what do we call this - *feature* on the show...",Favorite Feature,,,2015-10-16T10:51:29Z,consistently the most popular feature of cbb,http://soundcloud.com/comedybangbang/introducing-rocky/#t=1:26:30,,,,,,,,,,,,,,2015-04-03T10:51:29Z,introducing-rocky,introducing-rocky,2718,1:26:30,false
76.1,cbb,18:57,19:07,That's halfway between a decade and half decade.,Sounds Like Four,,,2015-10-16T10:51:29Z,scott does math,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=18:57,,,,,,,,,,,,,,2015-04-03T10:51:29Z,can-he-sing-jeremy-piven,can-he-sing-jeremy-piven,2722,18:38,false
76.1,cbb,35:00,35:11,"How do you do, Scottrick, old boy?",Scottrick,,,2015-10-16T10:51:29Z,"akin to ""topping hat"" -- a dsalwism",http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:00,Andrew Lloyd Webber,Andrew Lloyd Webber,,Andrew Lloyd Webber,,,,,,,,,,2015-04-03T10:51:29Z,can-he-sing-jeremy-piven,can-he-sing-jeremy-piven,2722,35:00:00,false
76.1,cbb,35:30,35:33,"Yes hello, Scottrick, how do you do?",Scottrick,,,2015-10-16T10:51:29Z,"akin to ""topping hat"" -- a dsalwism",http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:30,Andrew Lloyd Webber,Andrew Lloyd Webber,,Andrew Lloyd Webber,,,,,,,,,,2015-04-03T10:51:29Z,can-he-sing-jeremy-piven,can-he-sing-jeremy-piven,2722,35:30:00,false
76.1,cbb,35:55,36:04,Zachariah Galifianiah!,Topping Hat,,,2015-10-16T10:51:29Z,dsalw speaks the queen's english,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=35:55,Andrew Lloyd Webber,Andrew Lloyd Webber,,Andrew Lloyd Webber,,,,,,,,,,2015-04-03T10:51:29Z,can-he-sing-jeremy-piven,can-he-sing-jeremy-piven,2722,35:32:00,false
76.1,cbb,36:03,36:12,We've trod the bards.,Trod the Boards,,,2015-10-16T10:51:29Z,somebody has or will soon have a theatre background,http://soundcloud.com/comedybangbang/can-he-sing-jeremy-piven/#t=36:03,Andrew Lloyd Webber,Andrew Lloyd Webber,,Andrew Lloyd Webber,,,,,,,,,,2015-04-03T10:51:29Z,can-he-sing-jeremy-piven,can-he-sing-jeremy-piven,2722,35:40:00,false
